"price","trim","isOneOwner","mileage","year","color","fuel","soundSystem","wheelType","displacement"
37.325,"550","No",39.245,2009,"Black","Gasoline","Harman Kardon","unsp",5.5
22.99,"550","No",106.378,2007,"Other","Gasoline","Premium","unsp",5.5
34.991,"550","No",21.664,2008,"Silver","Gasoline","unsp","unsp",5.5
31.992,"550","No",38.331,2008,"Other","Gasoline","unsp","Alloy",5.5
24.99,"550","No",116.856,2008,"Black","Gasoline","unsp","unsp",5.5
33.999,"550","No",51.702,2007,"Silver","Gasoline","Premium","unsp",5.5
37.961,"550","No",50.066,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
36.888,"550","Yes",47.407,2009,"Black","Gasoline","Premium","Alloy",5.5
25.996,"550","No",94,2007,"Black","Gasoline","Premium","Premium",5.5
27.927,"550","No",58.856,2007,"Black","Gasoline","unsp","Alloy",5.5
26.995,"550","No",93.764,2008,"Other","Gasoline","unsp","unsp",5.5
33.99,"550","No",37.589,2009,"White","Gasoline","Premium","Alloy",5.5
27.95,"550","No",86.755,2009,"Other","Gasoline","unsp","unsp",5.5
24.995,"550","No",78.34,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
27.995,"550","No",83.106,2008,"Black","Gasoline","unsp","Alloy",5.5
26.9,"550","No",83.76,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
23.125,"550","No",84.619,2008,"Silver","Gasoline","Harman Kardon","Premium",5.5
27.995,"550","No",75.575,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
20.8,"550","No",126.574,2008,"Silver","Gasoline","unsp","Alloy",5.5
37.988,"550","No",58.73,2009,"Other","Gasoline","unsp","unsp",5.5
23.995,"550","No",95.355,2007,"Black","Gasoline","unsp","Alloy",5.5
29.995,"550","Yes",88.617,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
31.712,"550","No",49.789,2007,"Black","Gasoline","unsp","Alloy",5.5
29.995,"550","No",74.383,2008,"Black","Gasoline","unsp","Alloy",5.5
27.9,"550","No",92.989,2008,"Other","Gasoline","unsp","Alloy",5.5
34.995,"550","No",46.144,2009,"Black","Gasoline","unsp","unsp",5.5
36.995,"550","No",66.101,2009,"Black","Gasoline","unsp","unsp",5.5
30.691,"550","No",75.269,2007,"White","Gasoline","Premium","unsp",5.5
43.995,"Other","No",27.813,2012,"Silver","Diesel","Premium","Alloy",3
49.955,"Other","No",28.605,2012,"Black","Diesel","Harman Kardon","Alloy",3
46.5,"550","No",44.769,2011,"Black","Gasoline","unsp","Alloy",5.5
35.988,"550","No",65.074,2010,"Black","Gasoline","Premium","unsp",5.5
46.981,"550","No",22.431,2010,"White","Gasoline","Premium","Alloy",5.5
58.991,"550","Yes",20.825,2010,"White","Gasoline","Premium","Alloy",5.5
46.911,"550","No",52.866,2010,"White","Gasoline","unsp","unsp",5.5
41.699,"550","No",43.621,2011,"Black","Gasoline","Harman Kardon","Premium",5.5
48.978,"550","Yes",46.299,2010,"White","Gasoline","Premium","Alloy",5.5
42.9,"550","No",34.45,2010,"Black","Gasoline","unsp","unsp",5.5
42.879,"550","Yes",28.018,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
42.998,"550","Yes",80.508,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
41.9,"550","No",29.142,2010,"Silver","Gasoline","Harman Kardon","Alloy",5.5
52,"550","Yes",38.237,2011,"Black","Gasoline","unsp","Alloy",5.5
41.995,"550","No",41.487,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
58.99,"550","No",14.098,2011,"Black","Gasoline","unsp","Alloy",5.5
44.995,"550","No",43,2010,"Silver","Gasoline","Premium","Alloy",5.5
35.995,"550","No",61.182,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
41.999,"550","No",34.905,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
46.998,"550","No",47.033,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
43.991,"550","Yes",42.777,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
42.035,"550","No",54.834,2011,"White","Gasoline","unsp","Alloy",5.5
40.8,"550","No",59.072,2011,"Silver","Gasoline","Premium","unsp",5.5
42.999,"550","Yes",38.852,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
69.999,"550","No",13.74,2012,"White","Gasoline","Premium","Alloy",4.6
58.88,"550","No",14.878,2012,"Silver","Gasoline","unsp","unsp",4.6
74.996,"550","No",14.96,2012,"White","Gasoline","unsp","unsp",4.6
42.495,"550","Yes",60.74,2012,"Black","Gasoline","unsp","Alloy",4.6
64.99,"550","Yes",27.201,2012,"Silver","Gasoline","unsp","Alloy",4.6
43.995,"550","Yes",52.323,2012,"Black","Gasoline","unsp","unsp",4.6
64.95,"550","No",29.836,2012,"White","Gasoline","Premium","unsp",4.6
49.88,"550","Yes",31.817,2012,"Silver","Gasoline","Harman Kardon","unsp",4.6
53.995,"550","No",24.482,2013,"White","Gasoline","unsp","unsp",4.6
49.999,"550","Yes",40.462,2012,"White","Gasoline","Premium","Alloy",4.6
59.999,"550","Yes",9.86,2013,"Silver","Gasoline","Premium","Alloy",4.6
44.995,"550","No",20.104,2012,"Other","Gasoline","unsp","Alloy",4.6
65.998,"550","No",24.306,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
45.968,"550","No",44.081,2012,"Black","Gasoline","unsp","Alloy",4.6
57.994,"550","No",11.238,2012,"Black","Gasoline","Premium","Alloy",4.6
64.995,"550","No",18.261,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
59.995,"550","Yes",31.745,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
43.95,"550","No",47.185,2012,"Black","Gasoline","unsp","unsp",4.6
59.556,"550","Yes",20.197,2012,"Other","Gasoline","Premium","Alloy",4.6
44.988,"550","No",52.622,2012,"Other","Gasoline","Premium","unsp",4.6
64.886,"550","No",21.133,2013,"Black","Gasoline","unsp","unsp",4.6
66.995,"550","Yes",23.397,2012,"Other","Gasoline","unsp","unsp",4.6
59.991,"550","No",20.071,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
47.995,"550","Yes",28.816,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
41.995,"550","No",58.898,2012,"Black","Gasoline","unsp","Alloy",4.6
46.233,"Other","No",26.853,2011,"Silver","Hybrid","unsp","unsp",3.5
37.999,"Other","No",48.888,2010,"Silver","Hybrid","Harman Kardon","Alloy",3.5
3.999,"Other","No",201.343,1995,"White","Gasoline","unsp","unsp",3.2
2.5,"Other","No",204.645,1999,"Silver","Gasoline","unsp","unsp",3.2
7.9,"Other","No",81.214,1998,"Other","Gasoline","unsp","unsp",3.2
1.995,"Other","Yes",158.101,1997,"White","Gasoline","unsp","Alloy",3.2
5.995,"Other","No",136.259,1997,"Other","Gasoline","unsp","unsp",4.2
7.495,"Other","No",134.874,1997,"Black","Gasoline","unsp","unsp",4.2
7.95,"Other","No",131.5,1997,"White","Gasoline","unsp","Alloy",4.2
7.8,"500","No",101.776,1996,"Silver","Gasoline","Premium","Alloy",5
8.991,"500","No",92.138,1995,"Black","Gasoline","Bose","Alloy",5
5.99,"500","No",186.79,1999,"Other","Gasoline","unsp","unsp",5
10.977,"Other","No",108.345,2006,"Silver","Gasoline","Premium","unsp",3.7
15.995,"Other","No",73.002,2006,"Silver","Gasoline","Premium","Alloy",3.7
7.995,"430","No",133.617,2001,"Silver","Gasoline","unsp","Alloy",4.3
9.995,"430","No",102.794,2004,"Other","Gasoline","unsp","Alloy",4.3
12.995,"430","No",83.341,2002,"Silver","Gasoline","unsp","unsp",4.3
2.995,"430","No",210.102,2001,"Other","Gasoline","unsp","unsp",4.3
8.99,"430","No",144.805,2002,"Other","Gasoline","unsp","unsp",4.3
12.991,"430","No",103.489,2006,"Silver","Gasoline","unsp","unsp",4.3
8.595,"430","No",108.598,2001,"Other","Gasoline","unsp","unsp",4.3
9.995,"430","No",135.77,2002,"Black","Gasoline","unsp","Alloy",4.3
8.977,"430","Yes",125.068,2002,"Other","Gasoline","unsp","Alloy",4.3
8.8,"430","No",93.162,2002,"Silver","Gasoline","unsp","Alloy",4.3
11.9,"430","No",79.551,2003,"Silver","Gasoline","Premium","unsp",4.3
9.98,"430","No",114.7,2005,"Other","Gasoline","unsp","unsp",4.3
8.999,"430","No",86.926,2001,"Silver","Gasoline","Bose","Alloy",4.3
11.995,"430","No",107.596,2002,"Silver","Gasoline","unsp","unsp",4.3
9.995,"430","No",121.401,2002,"Silver","Gasoline","Premium","Alloy",4.3
9.8,"430","No",108.306,2000,"Black","Gasoline","Premium","Premium",4.3
6.895,"430","No",137.963,2002,"Other","Gasoline","unsp","Alloy",4.3
9.981,"430","No",107.25,2003,"Silver","Gasoline","Bose","Alloy",4.3
5.999,"430","No",161.674,2000,"Other","Gasoline","unsp","unsp",4.3
7.989,"430","No",129.565,2001,"Other","Gasoline","Bose","Alloy",4.3
2.5,"430","No",150.984,2002,"Silver","Gasoline","unsp","unsp",4.3
7.993,"430","No",99.7,2002,"Silver","Gasoline","Bose","Alloy",4.3
16.98,"430","No",79.128,2004,"Other","Gasoline","unsp","unsp",4.3
12.998,"430","No",116.432,2005,"Other","Gasoline","Premium","unsp",4.3
14.995,"430","No",99.824,2006,"Black","Gasoline","unsp","Alloy",4.3
6.991,"430","No",144.113,2000,"Silver","Gasoline","Bose","Alloy",4.3
6.862,"430","No",106.9,2000,"Silver","Gasoline","unsp","unsp",4.3
8.995,"430","No",133,2001,"Other","Gasoline","Premium","Alloy",4.3
8.99,"430","No",130.268,2002,"Black","Gasoline","unsp","unsp",4.3
14.152,"430","No",86.687,2006,"Other","Gasoline","unsp","unsp",4.3
10.995,"430","No",116.54,2005,"Other","Gasoline","Premium","unsp",4.3
11.981,"430","No",123.493,2006,"Black","Gasoline","Premium","unsp",4.3
15.991,"Other","No",93.301,2004,"Other","Gasoline","unsp","unsp",5.4
14.9,"Other","No",145.38,2005,"Black","Gasoline","Premium","Alloy",5.4
12.85,"Other","No",135.673,2005,"White","Gasoline","unsp","Premium",5.4
14.8,"Other","No",99.028,2004,"Silver","Gasoline","Premium","unsp",5.4
15.799,"Other","No",82.901,2003,"Other","Gasoline","unsp","unsp",5.4
11.995,"500","No",120,2003,"Other","Gasoline","unsp","Alloy",5
7.995,"500","No",104.441,2000,"Other","Gasoline","Bose","Alloy",5
5.977,"500","No",154.602,2000,"Silver","Gasoline","Bose","Alloy",5
5.995,"500","No",142.158,2000,"White","Gasoline","unsp","Alloy",5
9.995,"500","No",88.996,2001,"Other","Gasoline","Premium","Alloy",5
7.995,"500","No",140,2000,"Silver","Gasoline","unsp","unsp",5
9.249,"500","No",86.082,2000,"Silver","Gasoline","unsp","Alloy",5
6.995,"500","Yes",186.993,2002,"Other","Gasoline","unsp","unsp",5
8.5,"500","No",80.167,2002,"Silver","Gasoline","Premium","Alloy",5
12.995,"500","No",118.892,2005,"White","Gasoline","Premium","unsp",5
9.988,"500","No",90.403,2000,"Black","Gasoline","unsp","Alloy",5
13.988,"500","No",77.15,2003,"White","Gasoline","Premium","unsp",5
11.95,"500","No",112.04,2005,"Silver","Gasoline","unsp","Alloy",5
15.99,"500","No",86.073,2006,"Silver","Gasoline","Premium","unsp",5
4.995,"500","No",111.865,2000,"Other","Gasoline","unsp","Alloy",5
7.5,"500","No",191.281,2003,"Silver","Gasoline","unsp","unsp",5
8.495,"500","Yes",209.989,2000,"Other","Gasoline","Premium","unsp",5
5.5,"500","No",132.453,2002,"Black","Gasoline","unsp","Alloy",5
7.492,"500","No",95.983,2001,"Black","Gasoline","Bose","Alloy",5
8.95,"500","No",116.359,2001,"Silver","Gasoline","Premium","Alloy",5
9.995,"500","No",110.751,2003,"Silver","Gasoline","unsp","unsp",5
15.995,"500","No",103.358,2005,"Other","Gasoline","unsp","unsp",5
8.995,"500","No",136,2000,"Other","Gasoline","unsp","Alloy",5
8.995,"500","No",407.725,2000,"Other","Gasoline","unsp","Alloy",5
17.99,"500","No",100.006,2006,"Silver","Gasoline","unsp","unsp",5
7.995,"500","No",105.995,2000,"Silver","Gasoline","Bose","Alloy",5
7.595,"500","No",129.529,2001,"Black","Gasoline","unsp","Alloy",5
7.999,"500","No",92.291,2000,"White","Gasoline","unsp","Alloy",5
4.7,"Other","No",80.814,2003,"Silver","Gasoline","unsp","Alloy",5.5
11.95,"Other","No",97.742,2001,"Black","Gasoline","Bose","Alloy",5.8
28.871,"Other","No",59.567,2006,"Silver","Gasoline","unsp","Alloy",6
11.995,"430","No",97,2004,"Silver","Gasoline","unsp","unsp",4.3
15,"430","No",131.134,2006,"Black","Gasoline","unsp","unsp",4.3
14.6,"430","No",80.185,2006,"Silver","Gasoline","Premium","Alloy",4.3
9.899,"430","No",142.289,2006,"Other","Gasoline","unsp","Alloy",4.3
8.195,"430","No",112.23,2003,"Other","Gasoline","Premium","Alloy",4.3
8.495,"430","No",101.391,2004,"Other","Gasoline","unsp","Alloy",4.3
9.899,"430","No",136.514,2004,"Other","Gasoline","unsp","Alloy",4.3
14.999,"430","No",76.295,2006,"Black","Gasoline","unsp","Alloy",4.3
10.9,"500","No",159.984,2005,"Black","Gasoline","Bose","Alloy",5
20,"500","No",81.57,2006,"Black","Gasoline","Premium","unsp",5
8.977,"500","No",89.234,2003,"Black","Gasoline","Bose","Alloy",5
17.118,"500","No",62.072,2005,"Black","Gasoline","unsp","unsp",5
12.455,"500","No",73.409,2003,"Silver","Gasoline","Premium","Alloy",5
12.9,"500","No",132.189,2005,"Other","Gasoline","unsp","Alloy",5
17.9,"500","No",92.952,2006,"Black","Gasoline","unsp","Alloy",5
13.95,"500","No",76.356,2004,"Other","Gasoline","unsp","Alloy",5
22.932,"550","No",88.257,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
25.995,"550","No",80.005,2007,"Black","Gasoline","unsp","unsp",5.5
29.45,"550","Yes",68.875,2007,"Black","Gasoline","unsp","unsp",5.5
29.991,"550","No",69.018,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
21.495,"550","No",83.653,2007,"Other","Gasoline","Premium","Alloy",5.5
30.991,"550","No",76.551,2008,"White","Gasoline","unsp","unsp",5.5
25.999,"550","No",76.494,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
24.99,"550","Yes",97.73,2008,"Other","Gasoline","Premium","Alloy",5.5
29.995,"550","No",95.766,2008,"Black","Gasoline","Premium","Alloy",5.5
26.992,"550","No",71.26,2008,"Black","Gasoline","unsp","unsp",5.5
28.9,"550","No",56.992,2007,"Other","Gasoline","Premium","Alloy",5.5
32.991,"550","Yes",48.526,2007,"Silver","Gasoline","unsp","Alloy",5.5
29.95,"550","Yes",59.616,2007,"White","Gasoline","Premium","Premium",5.5
29,"550","No",59.878,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
34.991,"550","No",18.107,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
28.973,"550","No",79.205,2008,"Black","Gasoline","unsp","unsp",5.5
28.98,"550","No",77.995,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
17.995,"550","No",141.394,2007,"Other","Gasoline","unsp","unsp",5.5
31.95,"550","No",39.187,2007,"Other","Gasoline","unsp","Alloy",5.5
26.985,"550","No",100.482,2007,"Other","Gasoline","Premium","Alloy",5.5
27.999,"550","No",84.252,2007,"Other","Gasoline","unsp","Alloy",5.5
30.991,"550","No",49.529,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
17,"550","No",151,2007,"Black","Gasoline","unsp","Alloy",5.5
25.998,"550","No",85.786,2008,"Black","Gasoline","unsp","unsp",5.5
39.998,"550","No",42.314,2009,"Black","Gasoline","unsp","unsp",5.5
26.9,"550","No",86.412,2007,"Black","Gasoline","unsp","Alloy",5.5
33.992,"550","No",49.799,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
32.995,"550","No",58.254,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
32.878,"550","No",72.998,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
26.9,"550","No",96.542,2007,"Black","Gasoline","Premium","Alloy",5.5
31.98,"550","No",43.638,2007,"Other","Gasoline","unsp","unsp",5.5
29.999,"550","No",48.565,2007,"Black","Gasoline","unsp","Alloy",5.5
24.977,"550","No",82.886,2007,"Black","Gasoline","unsp","unsp",5.5
28.48,"550","No",78.727,2008,"Black","Gasoline","Premium","Alloy",5.5
35.877,"550","No",65.483,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
23.99,"550","No",88.55,2007,"Black","Gasoline","Premium","Alloy",5.5
31.9,"550","Yes",60.872,2007,"White","Gasoline","Premium","Alloy",5.5
22.991,"550","No",108.07,2007,"White","Gasoline","unsp","unsp",5.5
39.991,"550","No",23.028,2008,"Silver","Gasoline","unsp","Alloy",5.5
22.988,"550","No",110.07,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
19.999,"550","No",132.917,2007,"Other","Gasoline","Harman Kardon","other",5.5
30.491,"550","No",49.943,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
29.48,"550","No",45.784,2008,"Other","Gasoline","Premium","unsp",5.5
36.444,"550","No",68.886,2008,"Black","Gasoline","Premium","Alloy",5.5
30.9,"550","No",68.074,2008,"Silver","Gasoline","Harman Kardon","Alloy",5.5
27.999,"550","No",56.789,2007,"Black","Gasoline","unsp","unsp",5.5
34.988,"550","No",87.993,2007,"White","Gasoline","Harman Kardon","unsp",5.5
36.991,"550","No",51.824,2009,"Black","Gasoline","unsp","unsp",5.5
23.494,"550","No",85.256,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
26.399,"550","No",91.507,2007,"Black","Gasoline","Premium","unsp",5.5
35.991,"550","No",42.796,2007,"Black","Gasoline","unsp","unsp",5.5
34.84,"550","No",45.332,2008,"Other","Gasoline","unsp","unsp",5.5
37,"550","No",33.996,2008,"Silver","Gasoline","unsp","Alloy",5.5
31.99,"Other","No",62.988,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
45.729,"Other","No",42.98,2008,"Black","Gasoline","Premium","Alloy",5.5
37.99,"Other","No",29.652,2007,"Black","Gasoline","unsp","unsp",5.5
32.705,"Other","No",91.935,2009,"Other","Gasoline","Premium","Alloy",5.5
34.988,"Other","No",91.316,2008,"Other","Gasoline","Harman Kardon","unsp",6.3
54.991,"Other","No",61.956,2009,"Black","Gasoline","Premium","Alloy",6.3
54.992,"Other","Yes",14.247,2008,"Black","Gasoline","Premium","Alloy",6.3
52.895,"Other","Yes",36.84,2009,"White","Gasoline","Premium","Alloy",6.3
44.444,"Other","No",67.976,2008,"Black","Gasoline","Harman Kardon","unsp",6.3
47.69,"Other","No",59.471,2007,"Black","Gasoline","unsp","Alloy",6
45.8,"Other","No",78.303,2008,"Black","Gasoline","unsp","Alloy",6
51.989,"550","No",27.65,2011,"Black","Gasoline","Premium","Alloy",5.5
45.9,"550","No",34.37,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
40,"550","No",33.495,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
54.995,"550","No",27.901,2011,"White","Gasoline","unsp","unsp",5.5
43.975,"550","No",40.123,2011,"Black","Gasoline","unsp","Alloy",5.5
43.995,"550","No",33.722,2010,"Black","Gasoline","Premium","Alloy",5.5
48.849,"550","No",34.222,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
43.9,"550","No",31.566,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
42.997,"550","Yes",61.343,2011,"Black","Gasoline","unsp","unsp",5.5
49.974,"550","No",42.656,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
45.995,"550","No",37.115,2011,"Silver","Gasoline","unsp","Alloy",5.5
54.88,"550","Yes",18.087,2012,"Black","Gasoline","unsp","unsp",4.6
66.9,"550","Yes",15.978,2012,"Black","Gasoline","unsp","unsp",4.6
59.888,"550","No",27.947,2013,"White","Gasoline","Harman Kardon","Alloy",4.6
64.995,"550","No",24.326,2012,"Silver","Gasoline","unsp","unsp",4.6
41.999,"550","No",27.367,2012,"Silver","Gasoline","Premium","Alloy",4.6
69.8,"550","No",30.071,2013,"Silver","Gasoline","unsp","unsp",4.6
44.9,"550","Yes",37.209,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
56.9,"550","Yes",26.12,2012,"Silver","Gasoline","Harman Kardon","Alloy",4.6
74.9,"550","No",17.41,2013,"Silver","Gasoline","Harman Kardon","unsp",4.6
55.999,"550","No",33.803,2012,"Black","Gasoline","Harman Kardon","Premium",4.6
63.95,"550","No",17.251,2013,"Silver","Gasoline","Harman Kardon","unsp",4.6
67,"550","Yes",23.38,2013,"Silver","Gasoline","unsp","unsp",4.6
56.995,"550","No",24.197,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
69.995,"550","Yes",20.04,2013,"Silver","Gasoline","unsp","Alloy",4.6
71.989,"550","No",8.789,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
19.495,"550","No",120.297,2007,"Other","Gasoline","unsp","Alloy",5.5
39.9,"550","No",32,2008,"White","Gasoline","Premium","Alloy",5.5
27.921,"550","No",83.573,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
36.995,"550","No",56.022,2009,"Silver","Gasoline","unsp","unsp",5.5
27,"550","No",64.771,2007,"Other","Gasoline","unsp","other",5.5
37.895,"550","Yes",43.272,2008,"White","Gasoline","unsp","Alloy",5.5
30.356,"550","No",49.937,2007,"Black","Gasoline","unsp","Alloy",5.5
31.995,"550","No",52.632,2007,"Other","Gasoline","unsp","Alloy",5.5
25.981,"550","No",84.416,2007,"Other","Gasoline","unsp","unsp",5.5
34.989,"550","No",55.286,2008,"Black","Gasoline","Premium","Alloy",5.5
34.5,"550","No",33.554,2008,"Other","Gasoline","Premium","Alloy",5.5
33.977,"550","No",61.655,2008,"Black","Gasoline","unsp","unsp",5.5
23.99,"550","No",100.201,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
26.99,"550","No",92.43,2009,"Black","Gasoline","Premium","Alloy",5.5
22.592,"550","No",61.459,2007,"Silver","Gasoline","unsp","unsp",5.5
26.9,"550","No",88,2008,"Black","Gasoline","unsp","Alloy",5.5
32.988,"550","No",40.642,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
31.95,"550","No",77.468,2007,"Other","Gasoline","unsp","unsp",5.5
21.999,"550","No",109.903,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
24.995,"550","No",86.88,2008,"Silver","Gasoline","Harman Kardon","Alloy",5.5
32.9,"550","No",50.31,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
39.9,"550","No",68.21,2009,"Silver","Gasoline","unsp","Alloy",5.5
30.492,"550","No",71.243,2009,"White","Gasoline","Harman Kardon","unsp",5.5
32.995,"550","Yes",81.682,2007,"Black","Gasoline","unsp","unsp",5.5
28.995,"550","Yes",71.068,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
45.995,"550","No",65.281,2009,"Black","Gasoline","unsp","unsp",5.5
25.995,"550","No",100.27,2007,"Other","Gasoline","Premium","Alloy",5.5
31.995,"550","No",54.289,2007,"Black","Gasoline","unsp","Alloy",5.5
35.001,"550","No",78.463,2008,"Silver","Gasoline","Premium","unsp",5.5
26.188,"550","No",54.729,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
24.995,"550","No",97.925,2007,"Other","Gasoline","unsp","unsp",5.5
34,"550","No",34.584,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
25.999,"550","No",62.105,2007,"Black","Gasoline","Premium","Alloy",5.5
29.456,"550","No",86.021,2008,"Black","Gasoline","Premium","unsp",5.5
39.85,"550","No",49.934,2008,"Black","Gasoline","Harman Kardon","other",5.5
33.988,"550","Yes",44.455,2009,"Black","Gasoline","Premium","Alloy",5.5
39.999,"Other","No",90.009,2012,"Black","Diesel","unsp","Alloy",3
48.995,"Other","No",39.256,2012,"Black","Diesel","unsp","Alloy",3
43.985,"Other","No",72.72,2012,"Black","Diesel","unsp","unsp",3
43.994,"550","Yes",34.195,2011,"Other","Gasoline","unsp","unsp",5.5
39.995,"550","No",46.371,2010,"White","Gasoline","Premium","Alloy",5.5
49.75,"550","No",21.216,2011,"Black","Gasoline","unsp","Alloy",5.5
39.995,"550","Yes",40.509,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
38.995,"550","No",62.141,2010,"Silver","Gasoline","unsp","Alloy",5.5
40.995,"550","No",46.387,2010,"Silver","Gasoline","Harman Kardon","unsp",5.5
46.99,"550","No",42.508,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
49.995,"550","No",29.019,2011,"Other","Gasoline","unsp","unsp",5.5
36.988,"550","No",39.096,2010,"Other","Gasoline","unsp","unsp",5.5
42.5,"550","Yes",18.803,2010,"Black","Gasoline","unsp","unsp",5.5
52.9,"550","No",47.421,2011,"Silver","Gasoline","Premium","Alloy",5.5
42.999,"550","No",38.787,2011,"Black","Gasoline","unsp","Premium",5.5
44.775,"550","Yes",51.888,2010,"Other","Gasoline","Harman Kardon","Alloy",5.5
36.4,"550","No",57.643,2010,"White","Gasoline","Premium","unsp",5.5
38.9,"550","No",42.139,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
47.9,"550","No",55.949,2011,"White","Gasoline","Premium","Alloy",5.5
39.9,"550","Yes",54.061,2010,"Other","Gasoline","Harman Kardon","Alloy",5.5
41.9,"550","Yes",23.798,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
32.995,"550","No",122.562,2011,"Silver","Gasoline","unsp","Alloy",5.5
53.399,"550","No",51.546,2011,"Other","Gasoline","Harman Kardon","Alloy",5.5
46.998,"550","Yes",25.435,2010,"Other","Gasoline","Harman Kardon","Alloy",5.5
38.521,"550","Yes",46.552,2010,"Black","Gasoline","Premium","Alloy",5.5
49.99,"550","No",17.41,2011,"White","Gasoline","Harman Kardon","Alloy",5.5
49.998,"550","No",37.921,2011,"Black","Gasoline","Premium","Alloy",5.5
55.99,"550","No",17.54,2012,"White","Gasoline","Harman Kardon","unsp",4.6
59.995,"550","Yes",24.309,2012,"Black","Gasoline","unsp","unsp",4.6
58.995,"550","Yes",24.116,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
60.993,"550","No",27.514,2013,"White","Gasoline","Premium","Alloy",4.6
52.9,"550","No",34.553,2012,"Silver","Gasoline","Harman Kardon","Premium",4.6
45.348,"550","No",50.481,2012,"Black","Gasoline","unsp","Alloy",4.6
63.995,"550","No",23.361,2013,"Black","Gasoline","unsp","unsp",4.6
52.9,"550","Yes",30.314,2013,"Black","Gasoline","unsp","unsp",4.6
42.995,"550","No",62.987,2012,"Silver","Gasoline","unsp","unsp",4.6
61.989,"550","Yes",19.302,2013,"Other","Gasoline","Harman Kardon","unsp",4.6
63.9,"550","Yes",14.472,2013,"Silver","Gasoline","Harman Kardon","unsp",4.6
59.95,"550","No",19.348,2013,"Other","Gasoline","Harman Kardon","unsp",4.6
62.9,"550","No",40.203,2012,"White","Gasoline","unsp","unsp",4.6
59.995,"550","No",20.19,2013,"Black","Gasoline","Premium","Alloy",4.6
74.45,"550","Yes",8.289,2013,"White","Gasoline","Harman Kardon","Alloy",4.6
68.998,"550","No",3.057,2013,"White","Gasoline","unsp","unsp",4.6
64.98,"550","Yes",10.316,2013,"Black","Gasoline","unsp","unsp",4.6
55.8,"550","No",21.813,2012,"Black","Gasoline","unsp","unsp",4.6
51.99,"550","Yes",23.302,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
58.9,"550","No",6.056,2013,"Black","Gasoline","Premium","Alloy",4.6
48.995,"Other","No",19.9,2011,"Silver","Hybrid","Harman Kardon","Alloy",3.5
77.8,"Other","No",4.968,2013,"Other","Hybrid","Harman Kardon","Alloy",3.5
9.55,"550","No",8.396,2014,"White","Gasoline","unsp","unsp",4.6
